ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Crossbody Bag : Saddle,Saddle,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Saddle : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Saddle,TRUE
Fashion : Bags : Crossbody Bag : Saddle : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Saddle,TRUE
Fashion : Bags : Crossbody Bag : Saddle : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Saddle,TRUE
Fashion : Bags : Crossbody Bag : Saddlr,Saddlr,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Saddlr : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Saddlr,TRUE
Fashion : Bags : Crossbody Bag : Sling,Sling,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Sling : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Sling : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Sling : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Sling : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Top Handle,Top Handle,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Top Handle : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Top Handle,TRUE
Fashion : Bags : Crossbody Bag : Top Handle : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Top Handle,TRUE
Fashion : Bags : Crossbody Bag : Top Handle : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Top Handle,TRUE
Fashion : Bags : Crossbody Bag : Zip Top,Zip Top,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Nylon,Nylon,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
