ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Crossbody Bag : Camera : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Camera,TRUE
Fashion : Bags : Crossbody Bag : Concertina,Concertina,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Concertina : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Concertina,TRUE
Fashion : Bags : Crossbody Bag : Flapover,Flapover,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Mini,Mini,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Mini : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Mini : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Mini : Polypropylene,Polypropylene,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Mini : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Multi Pocket,Multi Pocket,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Multi Pocket : Polypropylene,Polypropylene,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Multi Pocket,TRUE
Fashion : Bags : Crossbody Bag : Multi Pocket : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Multi Pocket,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody,Phone Crossbody,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Plastic,Plastic,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Purse Crossbody,Purse Crossbody,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Purse Crossbody : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Purse Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Round,Round,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Round : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Round : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Round : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Round : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Roung,Roung,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Roung : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Roung,TRUE
Fashion : Bags : Crossbody Bag : Saddle,Saddle,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Saddle : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Saddle,TRUE
Fashion : Bags : Crossbody Bag : Saddle : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Saddle,TRUE
Fashion : Bags : Crossbody Bag : Saddle : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Saddle,TRUE
Fashion : Bags : Crossbody Bag : Saddlr,Saddlr,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Saddlr : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Saddlr,TRUE
Fashion : Bags : Crossbody Bag : Sling,Sling,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
